Num_units,Intercept,Influence_level,Model,Replication,Measurement,Loss,Accuracy,F1_score,Imp_F,Imp_Z1,Imp_Z2
0,0,0,SVC,8,W2,0.23,0.755,0.74611399,0.1875,0.08925000000000001,-0.006999999999999995
0,0,0,SVC,8,X1,0.175,0.8275,0.825316456,0.30100000000000005,0.08100000000000002,0.002000000000000013
0,0,0,SVC,8,X2,0.1475,0.8475,0.842377261,0.28300000000000003,0.08350000000000005,0.003000000000000014
0,0,0,RF-C,8,W1,0.22,0.78,0.783251232,0.25225000000000003,0.06525000000000003,0.012000000000000044
0,0,0,RF-C,8,W2,0.2375,0.7625,0.753246753,0.2079999999999999,0.09624999999999996,0.007999999999999962
0,0,0,RF-C,8,X1,0.17,0.83,0.83,0.30599999999999994,0.07674999999999998,-0.00025000000000001686
0,0,0,RF-C,8,X2,0.1525,0.8475,0.846347607,0.29225,0.06650000000000003,0.005000000000000027
0,0,0,XGBoost-C,8,W1,0.2275,0.72,0.730769231,0.20575000000000002,0.041249999999999974,0.010749999999999982
0,0,0,XGBoost-C,8,W2,0.2375,0.7125,0.701298701,0.15350000000000003,0.07025000000000002,0.025000000000000033
0,0,0,XGBoost-C,8,X1,0.17,0.7825,0.783042394,0.2565,0.05224999999999996,-0.009000000000000041
0,0,0,XGBoost-C,8,X2,0.1425,0.81,0.806122449,0.25800000000000006,0.06725000000000006,-0.0072499999999999344
0,0,0,MLP-C,8,W1,0.2275,0.7725,0.774193548,0.24499999999999997,0.07399999999999993,0.003249999999999975
0,0,0,MLP-C,8,W2,0.22,0.78,0.773195876,0.20600000000000004,0.12100000000000004,0.0005000000000000449
0,0,0,MLP-C,8,X1,0.17,0.83,0.827411168,0.30599999999999994,0.07824999999999996,-0.001000000000000023
0,0,0,MLP-C,8,X2,0.14,0.86,0.855670103,0.292,0.0925,0.010749999999999982
0,0,0,LogReg,9,W1,0.2175,0.7825,0.772845953,0.2345,0.06499999999999997,-0.00025000000000001686
0,0,0,LogReg,9,W2,0.26,0.74,0.74,0.19449999999999998,0.06524999999999997,0.001499999999999968
0,0,0,LogReg,9,X1,0.195,0.805,0.793650794,0.26550000000000007,0.07100000000000006,-0.001499999999999968
0,0,0,LogReg,9,X2,0.21,0.79,0.792079208,0.24725000000000003,0.07125000000000005,0.004750000000000032
0,0,0,SVC,9,W1,0.2125,0.7825,0.774025974,0.233,0.06349999999999997,0.003999999999999971
0,0,0,SVC,9,W2,0.2625,0.7375,0.736842105,0.18900000000000003,0.06350000000000003,0.00750000000000004
0,0,0,SVC,9,X1,0.19,0.8025,0.798982188,0.26225,0.06474999999999997,0.004999999999999982
0,0,0,SVC,9,X2,0.205,0.7775,0.780246914,0.23749999999999996,0.05124999999999996,-0.00750000000000004
0,0,0,RF-C,9,W1,0.2125,0.7875,0.776902887,0.23199999999999993,0.07574999999999998,0.012499999999999989
0,0,0,RF-C,9,W2,0.265,0.735,0.741463415,0.18224999999999997,0.06949999999999998,0.006499999999999973
0,0,0,RF-C,9,X1,0.1975,0.8025,0.797953964,0.2587499999999999,0.07174999999999998,0.011499999999999977
0,0,0,RF-C,9,X2,0.215,0.785,0.787128713,0.25375000000000003,0.04350000000000004,0.006250000000000056
0,0,0,XGBoost-C,9,W1,0.2175,0.7725,0.762402089,0.21349999999999997,0.08749999999999994,0.023249999999999948
0,0,0,XGBoost-C,9,W2,0.255,0.675,0.675,0.12825000000000003,0.035750000000000046,-0.026499999999999958
0,0,0,XGBoost-C,9,X1,0.19,0.7625,0.750656168,0.21299999999999994,0.056499999999999974,0.0047499999999999435
0,0,0,XGBoost-C,9,X2,0.2,0.7575,0.759305211,0.21099999999999994,0.05274999999999998,-0.010750000000000037
0,0,0,MLP-C,9,W1,0.21,0.79,0.77173913,0.24225000000000002,0.07950000000000004,0.01650000000000005
0,0,0,MLP-C,9,W2,0.26,0.74,0.74,0.19499999999999998,0.06499999999999997,0.002249999999999963
0,0,0,MLP-C,9,X1,0.1925,0.8075,0.798955614,0.26799999999999996,0.071,0.001499999999999968
0,0,0,MLP-C,9,X2,0.21,0.79,0.795121951,0.24775000000000005,0.07025000000000003,0.0007500000000000174
0,0,0,LogReg,10,W1,0.2625,0.7375,0.728682171,0.19250000000000006,0.05500000000000003,0.0002500000000000391
0,0,0,LogReg,10,W2,0.2625,0.7375,0.716981132,0.18850000000000006,0.06700000000000003,0.009500000000000054
0,0,0,LogReg,10,X1,0.23,0.77,0.765306122,0.2245,0.06375000000000003,-0.002499999999999969
0,0,0,LogReg,10,X2,0.21,0.79,0.77540107,0.24275000000000002,0.06550000000000004,0.00025000000000001686
0,0,0,SVC,10,W1,0.2625,0.73,0.723076923,0.17825000000000002,0.05624999999999995,-0.0017500000000000293
0,0,0,SVC,10,W2,0.27,0.7275,0.699724518,0.19225000000000006,0.05550000000000003,0.001000000000000023
0,0,0,SVC,10,X1,0.23,0.7675,0.754617414,0.22474999999999995,0.06274999999999996,-1.1102230246251566e-17
0,0,0,SVC,10,X2,0.205,0.785,0.771276596,0.24475000000000002,0.05350000000000003,-0.0049999999999999715
0,0,0,RF-C,10,W1,0.2525,0.7475,0.737662338,0.20325000000000007,0.06350000000000004,0.0012500000000000178
0,0,0,RF-C,10,W2,0.2775,0.7225,0.672566372,0.20475000000000004,0.029250000000000033,-0.0002499999999999836
0,0,0,RF-C,10,X1,0.22,0.78,0.765957447,0.23575,0.07250000000000004,0.012250000000000039
